Company Name,Company Name URL,Funding Type,Money Raised,Announced On Date
Freeing Returns,https://www.crunchbase.com/organization/freeing-returns,Seed,25000,3/3/17
FrontDoor,https://www.crunchbase.com/organization/mls-my-nest,Seed,25000,5/14/15
FUNDfetti,https://www.crunchbase.com/organization/fundfetti,Seed,25000,10/1/16
Futurederm,https://www.crunchbase.com/organization/futurederm,Seed,25000,10/25/12
"Game Time Giving, Inc",https://www.crunchbase.com/organization/game-time-giving-inc,Seed,25000,3/10/15
GD Analytics,https://www.crunchbase.com/organization/gupta-daniel,Seed,25000,8/22/16
Glimpse-BarFinder,https://www.crunchbase.com/organization/glimpse-barfinder,Seed,25000,8/1/16
Gliph,https://www.crunchbase.com/organization/gliph,Seed,25000,3/1/12
GMG33,https://www.crunchbase.com/organization/gmg33,Seed,25000,5/12/14
Gov-Savings,https://www.crunchbase.com/organization/gov-savings,Seed,25000,1/1/13
HandelabraGames,https://www.crunchbase.com/organization/handelabragames,Seed,25000,11/26/13
"Hatch Team, LLC",https://www.crunchbase.com/organization/hatch-team-llc,Seed,25000,3/8/16
"HealthTechApps, Inc.",https://www.crunchbase.com/organization/healthtech-apps,Seed,25000,10/15/16
HedgeChatter,https://www.crunchbase.com/organization/hedgechatter,Seed,25000,3/6/13
Helios,https://www.crunchbase.com/organization/helios,Seed,25000,5/12/13
HitchedPic,https://www.crunchbase.com/organization/hitchedpic,Seed,25000,2/6/13
HooftyMatch,https://www.crunchbase.com/organization/hooftymatch,Seed,25000,12/20/12
"Hostfully, Inc.",https://www.crunchbase.com/organization/hostfully-inc,Seed,25000,10/24/16
Inktd,https://www.crunchbase.com/organization/inktd,Seed,25000,2/1/14
InnoVital Systems,https://www.crunchbase.com/organization/innovital-systems,Seed,25000,7/11/13
Instamour,https://www.crunchbase.com/organization/instamour,Seed,25000,5/19/14
ishBowl,https://www.crunchbase.com/organization/ishbowl,Seed,25000,1/1/12
Kast,https://www.crunchbase.com/organization/kast,Seed,25000,5/12/14
Kub Klub,https://www.crunchbase.com/organization/kub-klub,Seed,25000,2/1/16
Leet,https://www.crunchbase.com/organization/leetcoin,Seed,25000,1/22/16
Leet,https://www.crunchbase.com/organization/leetcoin,Seed,25000,10/7/15
LendMed,https://www.crunchbase.com/organization/lendmed,Seed,25000,5/1/15
LetsWombat,https://www.crunchbase.com/organization/letswombat,Seed,25000,1/9/12
LightUp,https://www.crunchbase.com/organization/lightup,Seed,25000,5/12/13
Limefy Inc.,https://www.crunchbase.com/organization/limefy-inc,Seed,25000,11/25/15
Linkitz,https://www.crunchbase.com/organization/linkitz,Seed,25000,7/14/14
Local Food Lab,https://www.crunchbase.com/organization/local-food-lab,Seed,25000,6/1/12
Loople Mobile,https://www.crunchbase.com/organization/loople-mobile,Seed,25000,1/10/16
LXSN,https://www.crunchbase.com/organization/lxsn,Seed,25000,1/1/12
MailGapp,https://www.crunchbase.com/organization/mailgapp,Seed,25000,5/16/16
"MajorWeb, LLC",https://www.crunchbase.com/organization/majorweb-llc,Seed,25000,8/22/14
Makeena,https://www.crunchbase.com/organization/makeena,Seed,25000,2/6/14
Meaningfy,https://www.crunchbase.com/organization/meaningfy,Seed,25000,2/6/13
MegaBits,https://www.crunchbase.com/organization/megabits,Seed,25000,10/23/13
MelStevia Inc,https://www.crunchbase.com/organization/melstevia,Seed,25000,12/30/12
Mirage 3D,https://www.crunchbase.com/organization/mirage-3d,Seed,25000,4/17/17
Mothership Aeronautics,https://www.crunchbase.com/organization/mothership-aeronautics,Seed,25000,9/15/16
mxHero,https://www.crunchbase.com/organization/mxhero,Seed,25000,6/4/12
NestEggGuru,https://www.crunchbase.com/organization/nesteggguru,Seed,25000,10/20/15
NetBeez,https://www.crunchbase.com/organization/netbeez,Seed,25000,4/1/13
Next Thing Co,https://www.crunchbase.com/organization/next-thing,Seed,25000,5/12/14
Nibble,https://www.crunchbase.com/organization/nibble-2,Seed,25000,3/6/14
Notch,https://www.crunchbase.com/organization/notch-2,Seed,25000,1/1/13
NoveltyLab,https://www.crunchbase.com/organization/noveltylab,Seed,25000,4/1/14
Onibag,https://www.crunchbase.com/organization/onibag,Seed,25000,6/15/15
OpenTrons,https://www.crunchbase.com/organization/opentrons,Seed,25000,7/14/14
ParLevel Systems,https://www.crunchbase.com/organization/parlevel-systems,Seed,25000,10/31/12
ParqMi,https://www.crunchbase.com/organization/parqmi,Seed,25000,5/1/16
Petronics,https://www.crunchbase.com/organization/petronics,Seed,25000,6/30/14
Pictorious,https://www.crunchbase.com/organization/pictorious,Seed,25000,1/12/12
Plutus Edge,https://www.crunchbase.com/organization/plutus-edge,Seed,25000,5/1/17
Portable Scores,https://www.crunchbase.com/organization/portable-scores,Seed,25000,3/1/12
PoweredAnalytics,https://www.crunchbase.com/organization/poweredanalytics,Seed,25000,2/6/13
PrestoBox,https://www.crunchbase.com/organization/prestobox,Seed,25000,3/15/13
Radial3D Inc.,https://www.crunchbase.com/organization/radial3d,Seed,25000,12/1/16
Rarus Innovations,https://www.crunchbase.com/organization/rarus-innovations,Seed,25000,11/20/12
RealtyReturns,https://www.crunchbase.com/organization/realtyreturns-com,Seed,25000,10/24/16
"RecCheck, Inc.",https://www.crunchbase.com/organization/reccheck-inc,Seed,25000,3/1/14
Relationship Analytics,https://www.crunchbase.com/organization/relationship-analytics,Seed,25000,5/16/13
RepHike,https://www.crunchbase.com/organization/rephike,Seed,25000,5/25/17
Revcaster,https://www.crunchbase.com/organization/revcaster,Seed,25000,1/1/12
Rex Animal Health,https://www.crunchbase.com/organization/rex-animal-health,Seed,25000,7/22/14
Ripio,https://www.crunchbase.com/organization/bitpagos,Seed,25000,9/1/13
Rock My World,https://www.crunchbase.com/organization/rock-my-world,Seed,25000,5/1/13
Rocket Listings,https://www.crunchbase.com/organization/rocket-listings,Seed,25000,5/10/12
Safecare,https://www.crunchbase.com/organization/safecare,Seed,25000,4/19/12
SaleMove,https://www.crunchbase.com/organization/salemove,Seed,25000,6/4/12
Samsride,https://www.crunchbase.com/organization/samsride,Seed,25000,8/10/15
SERPs,https://www.crunchbase.com/organization/serps,Seed,25000,8/21/12
Share Practice,https://www.crunchbase.com/organization/share-practice,Seed,25000,4/1/13
ShelfFlip,https://www.crunchbase.com/organization/shelfflip,Seed,25000,1/22/14
Shippo,https://www.crunchbase.com/organization/shippo,Seed,25000,1/13/14
Shopintoit,https://www.crunchbase.com/organization/shopinterest,Seed,25000,9/25/12
Shot Stats,https://www.crunchbase.com/organization/shot-stats,Seed,25000,5/12/14
Skipper (Formerly Jetaport),https://www.crunchbase.com/organization/jetaport,Seed,25000,6/4/12
SocialThreader,https://www.crunchbase.com/organization/socialthreader,Seed,25000,12/1/12
SolePower,https://www.crunchbase.com/organization/solepower,Seed,25000,2/6/13
Soliloquy Marketing Inc.,https://www.crunchbase.com/organization/soliloquy-marketing-inc,Seed,25000,5/1/13
SongCat,https://www.crunchbase.com/organization/songcat,Seed,25000,5/28/16
Soundways,https://www.crunchbase.com/organization/soundways,Seed,25000,5/20/16
SteadyFare,https://www.crunchbase.com/organization/steadyfare,Seed,25000,6/16/12
StoreMe,https://www.crunchbase.com/organization/storemee,Seed,25000,7/13/17
Stretchr,https://www.crunchbase.com/organization/stretchr,Seed,25000,1/13/14
Strix,https://www.crunchbase.com/organization/strix,Seed,25000,7/20/16
SunDown RunDown Group,https://www.crunchbase.com/organization/sundown-rundown-group,Seed,25000,3/16/17
"Swiftmile, Inc",https://www.crunchbase.com/organization/swiftmile-inc,Seed,25000,1/15/15
Syrmo,https://www.crunchbase.com/organization/syrmo,Seed,25000,5/12/14
Tailored Fit,https://www.crunchbase.com/organization/tailored-fit,Seed,25000,2/5/14
Tamatem Inc.,https://www.crunchbase.com/organization/tamatem-inc,Seed,25000,8/13/13
TapFunder,https://www.crunchbase.com/organization/tapfunder,Seed,25000,4/15/12
The Zebra,https://www.crunchbase.com/organization/the-zebra,Seed,25000,2/10/12
"Tiger Eye Sensor, Inc.",https://www.crunchbase.com/organization/tiger-eye-sensor-inc-,Seed,25000,5/1/15
Top Agent Connection,https://www.crunchbase.com/organization/top-agent-connection,Seed,25000,9/1/15
TraknProtect,https://www.crunchbase.com/organization/traknprotect,Seed,25000,2/5/16
Treatspace,https://www.crunchbase.com/organization/treatspace,Seed,25000,10/25/12
TripleLift,https://www.crunchbase.com/organization/triple-lift,Seed,25000,1/11/12
Tunessence,https://www.crunchbase.com/organization/tunessence,Seed,25000,10/25/12
UCreate3D,https://www.crunchbase.com/organization/grom,Seed,25000,4/24/13
Unum,https://www.crunchbase.com/organization/unum,Seed,25000,5/16/16
Urban Essentials Co,https://www.crunchbase.com/organization/urban-essentials-co,Seed,25000,7/26/14
VentureHire,https://www.crunchbase.com/organization/venturehire,Seed,25000,8/16/13
Vestor,https://www.crunchbase.com/organization/vestor,Seed,25000,5/1/14
Vidpal,https://www.crunchbase.com/organization/vidpal,Seed,25000,9/11/15
Vigo,https://www.crunchbase.com/organization/vigo,Seed,25000,7/16/13
Virteom,https://www.crunchbase.com/organization/virteom,Seed,25000,6/29/15
Vivid Vision,https://www.crunchbase.com/organization/diplopia,Seed,25000,1/20/14
Wayward Labs,https://www.crunchbase.com/organization/wayward-labs,Seed,25000,7/16/14
WearPoint,https://www.crunchbase.com/organization/wearpoint,Seed,25000,7/12/13
WeGrow,https://www.crunchbase.com/organization/wegrow-app,Seed,25000,6/1/16
WeHaus,https://www.crunchbase.com/organization/wehaus,Seed,25000,9/1/13
WePlann,https://www.crunchbase.com/organization/weplann,Seed,25000,3/1/14
Whereabouts,https://www.crunchbase.com/organization/whereabouts,Seed,25000,9/19/16
Windrush,https://www.crunchbase.com/organization/windrush,Seed,25000,7/20/16
Wing Ma'am,https://www.crunchbase.com/organization/wing-ma-am,Seed,25000,6/9/13
Winners Circle Gaming (WCG),https://www.crunchbase.com/organization/winners-circle-gaming-wcg,Seed,25000,11/28/12
Workhint,https://www.crunchbase.com/organization/workhint,Seed,25000,7/17/13
WorldWinger,https://www.crunchbase.com/organization/worldwinger,Seed,25000,8/31/14
Xquva,https://www.crunchbase.com/organization/xquva,Seed,25000,3/8/13
Yarly,https://www.crunchbase.com/organization/yarly,Seed,25000,5/12/14
Zairge,https://www.crunchbase.com/organization/zairge,Seed,25000,5/12/14
ZURSH,https://www.crunchbase.com/organization/zursh,Seed,25000,5/1/14
KinTrans,https://www.crunchbase.com/organization/kintrans,Seed,24000,9/1/13
Phone2Action,https://www.crunchbase.com/organization/phone2action,Seed,24000,9/1/12
Eyewiz - Where Your Experience Matters.,https://www.crunchbase.com/organization/eyewiz,Seed,23000,6/16/14
"Xitore, Inc.",https://www.crunchbase.com/organization/xitore-inc,Seed,23000,3/6/14
"Community Bound, Inc.",https://www.crunchbase.com/organization/community-bound,Seed,22500,6/21/13
Tursus Software,https://www.crunchbase.com/organization/tursus-software,Seed,22500,5/30/15
VoyageUp,https://www.crunchbase.com/organization/voyageup,Seed,22500,3/20/16
Global Threads LLC,https://www.crunchbase.com/organization/global-threads-llc,Seed,22000,1/4/17
Fiskkit,https://www.crunchbase.com/organization/fiskkit,Seed,21000,8/30/14
imobile-Audio,https://www.crunchbase.com/organization/imobile-audio,Seed,21000,1/1/15
Vaportronix,https://www.crunchbase.com/organization/vq-by-vaportronix,Seed,21000,12/12/13
Double Blue Sports Analytics,https://www.crunchbase.com/organization/double-blue-sports-analytics,Series A,20914,4/22/16
Picosense,https://www.crunchbase.com/organization/picosense,Seed,20682,8/10/15
23VIVI,https://www.crunchbase.com/organization/23vivi,Seed,20000,2/12/16
3DLT,https://www.crunchbase.com/organization/3dlt-com,Seed,20000,11/1/13
3DLT,https://www.crunchbase.com/organization/3dlt-com,Seed,20000,2/1/14
Ûñdn,https://www.crunchbase.com/organization/Ûñdn-2,Seed,20000,2/1/16
Acclaimd,https://www.crunchbase.com/organization/acclaimd,Seed,20000,6/1/12
Acopio,https://www.crunchbase.com/organization/acopio,Seed,20000,4/1/12
Adistry,https://www.crunchbase.com/organization/adistry,Seed,20000,4/1/15
Adolade,https://www.crunchbase.com/organization/adolade,Seed,20000,6/1/14
AfterYes,https://www.crunchbase.com/organization/afteryes,Seed,20000,7/1/13
AgentPair,https://www.crunchbase.com/organization/agentpair,Seed,20000,3/1/14
AgentPair,https://www.crunchbase.com/organization/agentpair,Seed,20000,1/1/13
ahoyDoc,https://www.crunchbase.com/organization/ahoydoc,Seed,20000,7/1/14
Akimbo LLC,https://www.crunchbase.com/organization/akimbo-llc,Seed,20000,8/1/14
Alchemie Solutions,https://www.crunchbase.com/organization/alchemie-games,Seed,20000,2/15/16
Alert/Divert Systems,https://www.crunchbase.com/organization/alert-divert-systems,Seed,20000,4/17/13
"Algebra, Inc.",https://www.crunchbase.com/organization/algebra-inc,Seed,20000,9/23/15
AltusCampus,https://www.crunchbase.com/organization/altuscampus,Seed,20000,2/6/15
Alumni Labs,https://www.crunchbase.com/organization/alumni-labs,Seed,20000,6/1/13
Ananas,https://www.crunchbase.com/organization/ananas-2,Seed,20000,11/18/15
APE Systems,https://www.crunchbase.com/organization/ape-systems,Seed,20000,9/1/13
Apothesource,https://www.crunchbase.com/organization/apothesource,Seed,20000,7/19/14
App Samurai,https://www.crunchbase.com/organization/app-samurai,Seed,20000,1/25/17
App.io,https://www.crunchbase.com/organization/app-io,Seed,20000,4/22/12
Appetas,https://www.crunchbase.com/organization/appetas,Seed,20000,9/7/12
Appoet,https://www.crunchbase.com/organization/appoet-2,Seed,20000,6/2/14
APROOFED,https://www.crunchbase.com/organization/aproofed-inc,Seed,20000,6/1/13
Arena19,https://www.crunchbase.com/organization/arena19,Seed,20000,1/1/15
Artemis Health,https://www.crunchbase.com/organization/artemis-health-inc,Seed,20000,9/26/13
AskU,https://www.crunchbase.com/organization/asku,Seed,20000,5/19/14
AssetRover,https://www.crunchbase.com/organization/assetrover,Seed,20000,8/1/16
Atlas Vault,https://www.crunchbase.com/organization/atlas-vault,Seed,20000,2/15/16
Audienced,https://www.crunchbase.com/organization/audienced,Seed,20000,2/15/15
Automatad,https://www.crunchbase.com/organization/automatad,Seed,20000,9/1/13
Autonomous Alloys,https://www.crunchbase.com/organization/autonomous-alloys,Seed,20000,10/21/15
Axis API,https://www.crunchbase.com/organization/axis-api,Seed,20000,7/1/16
backstitch,https://www.crunchbase.com/organization/backstitch,Seed,20000,11/30/12
BadAbroad,https://www.crunchbase.com/organization/badabroad,Seed,20000,10/13/12
BallotReady,https://www.crunchbase.com/organization/ballotready,Seed,20000,2/15/16
Bamboostr,https://www.crunchbase.com/organization/bamboostr,Seed,20000,8/24/15
BareedEE,https://www.crunchbase.com/organization/bareedee,Seed,20000,8/8/14
BDS Analytics,https://www.crunchbase.com/organization/bds-analytics,Seed,20000,4/1/15
Bearhug Technologies,https://www.crunchbase.com/organization/bearhug-technologies,Seed,20000,9/1/14
Bearhug Technologies,https://www.crunchbase.com/organization/bearhug-technologies,Seed,20000,10/1/13
BeehiveID,https://www.crunchbase.com/organization/beehiveid,Seed,20000,4/14/13
Beekeeper Data,https://www.crunchbase.com/organization/beekeeper-data,Seed,20000,7/18/14
Behold.ai,https://www.crunchbase.com/organization/behold-ai,Seed,20000,2/12/16
benja: the merchandise ad platform,https://www.crunchbase.com/organization/benjamin,Seed,20000,2/20/15
"benobe, LLC",https://www.crunchbase.com/organization/benobe-llc,Seed,20000,1/1/15
"BethClip, Inc.",https://www.crunchbase.com/organization/bethclip,Seed,20000,12/16/15
Beyourself,https://www.crunchbase.com/organization/beyourself,Seed,20000,6/5/15
Bind Health,https://www.crunchbase.com/organization/bind-health-2,Seed,20000,7/1/15
"BioscanR, INC",https://www.crunchbase.com/organization/bioscanr-inc,Seed,20000,7/7/14
Bitcast,https://www.crunchbase.com/organization/bitcast,Seed,20000,6/18/13
Bixxr.com,https://www.crunchbase.com/organization/bixxr-com,Seed,20000,10/15/15
Blue Seat Media,https://www.crunchbase.com/organization/blue-seat-media,Seed,20000,1/1/15
BoardVitals,https://www.crunchbase.com/organization/boardvitals,Seed,20000,9/26/13
BookaLokal,https://www.crunchbase.com/organization/bookalokal-inc,Seed,20000,1/20/15
BRAIQ INC.,https://www.crunchbase.com/organization/braiq-inc,Seed,20000,6/4/16
Branching Minds,https://www.crunchbase.com/organization/branching-minds,Seed,20000,7/24/14
Bright Cellars,https://www.crunchbase.com/organization/bright-cellars,Seed,20000,2/6/15
Brooklinen,https://www.crunchbase.com/organization/brooklinen,Seed,20000,8/10/14
BugEater Labs,https://www.crunchbase.com/organization/bugeater-labs,Seed,20000,5/1/15
BuzzSpice,https://www.crunchbase.com/organization/buzzspice,Seed,20000,9/10/13
Camp Native,https://www.crunchbase.com/organization/camp-native,Seed,20000,1/5/15
Cardiio,https://www.crunchbase.com/organization/cardiio,Seed,20000,1/1/12
CaseRails,https://www.crunchbase.com/organization/caserails,Seed,20000,9/20/13
Cedrus,https://www.crunchbase.com/organization/cedrus-2,Seed,20000,11/16/16
Cents,https://www.crunchbase.com/organization/centscere,Seed,20000,1/6/14
Cerkl,https://www.crunchbase.com/organization/cerkl,Seed,20000,1/1/15
ChartRequest,https://www.crunchbase.com/organization/5-oclock-records,Seed,20000,3/29/12
Cinnamon Social,https://www.crunchbase.com/organization/cinnamon-social,Seed,20000,6/1/13
CleanSlate,https://www.crunchbase.com/organization/limestone-labs,Seed,20000,2/5/15
Clever,https://www.crunchbase.com/organization/clever,Seed,20000,6/1/12
cliexa,https://www.crunchbase.com/organization/cliexa,Seed,20000,6/26/16
ClikHome,https://www.crunchbase.com/organization/clikhome,Seed,20000,8/4/14
Clodico,https://www.crunchbase.com/organization/clodico,Seed,20000,3/6/15
Cloneless,https://www.crunchbase.com/organization/cloneless,Seed,20000,10/11/13
CodersClan,https://www.crunchbase.com/organization/codersclan,Seed,20000,9/10/13
Cognotion,https://www.crunchbase.com/organization/cognotion,Seed,20000,7/24/14
Coinex-IO,https://www.crunchbase.com/organization/coinex-io,Seed,20000,1/17/14
Collective Learning Inc.,https://www.crunchbase.com/organization/collective-learning-inc,Seed,20000,7/1/16
Commissioner,https://www.crunchbase.com/organization/commissioner,Seed,20000,7/1/14
Compäó»d,https://www.crunchbase.com/organization/comp-d--omaha,Seed,20000,5/1/15
CompleteSet,https://www.crunchbase.com/organization/completeset,Seed,20000,6/27/16
Compliant Cannabis,https://www.crunchbase.com/organization/compliant-cannabis,Seed,20000,8/24/15
"Concierge Solutions, LLC.",https://www.crunchbase.com/organization/concierge-solutions-llc,Seed,20000,3/18/16
Consensium,https://www.crunchbase.com/organization/consensium,Seed,20000,4/17/13
COPIA,https://www.crunchbase.com/organization/copia-2,Seed,20000,5/1/14
Corsica Innovations(LEAF),https://www.crunchbase.com/organization/leaf-4,Seed,20000,4/1/15
CreatorBox,https://www.crunchbase.com/organization/creatorbox,Seed,20000,7/24/14
CredSimple,https://www.crunchbase.com/organization/credsimple,Seed,20000,9/26/13
Crowdentials,https://www.crunchbase.com/organization/crowdentials,Seed,20000,6/3/13
Crowsnest,https://www.crunchbase.com/organization/crowsnest-labs,Seed,20000,1/1/14
Cuedd,https://www.crunchbase.com/organization/cuedd-2,Seed,20000,9/1/13
Cultur,https://www.crunchbase.com/organization/cultur,Seed,20000,4/14/14
Curiosidy,https://www.crunchbase.com/organization/curiosidy,Seed,20000,6/1/13
CyberX,https://www.crunchbase.com/organization/cyberx,Seed,20000,9/10/13
DaisyBill,https://www.crunchbase.com/organization/daisybill,Seed,20000,7/19/12
Datica,https://www.crunchbase.com/organization/datica,Seed,20000,5/31/13
Decisive Health,https://www.crunchbase.com/organization/decisive-health,Seed,20000,1/1/14
Delivered,https://www.crunchbase.com/organization/delivered,Seed,20000,4/1/13
DidLog,https://www.crunchbase.com/organization/didlog,Seed,20000,8/1/13
DigiWidgets,https://www.crunchbase.com/organization/digiwidgets,Seed,20000,6/1/14
DineInTime,https://www.crunchbase.com/organization/dineintime,Seed,20000,1/4/13
Docalytics,https://www.crunchbase.com/organization/docalytics,Seed,20000,5/31/13
DocASAP,https://www.crunchbase.com/organization/docasap,Seed,20000,1/1/13
Donut Classifieds,https://www.crunchbase.com/organization/donut-classifieds,Seed,20000,1/18/16
Dr. Scribbles,https://www.crunchbase.com/organization/dr-scribbles,Seed,20000,10/1/14
dreamsha.re,https://www.crunchbase.com/organization/dreamsha-re,Seed,20000,3/1/13
"Driblet Labs, LLC",https://www.crunchbase.com/organization/driblet,Seed,20000,1/2/14
Drink Up Downtown,https://www.crunchbase.com/organization/drink-up-downtown,Seed,20000,10/24/13
DriveAppeal,https://www.crunchbase.com/organization/driveappeal,Seed,20000,6/28/15
Drizzle (Techstars '16),https://www.crunchbase.com/organization/zen-market,Seed,20000,7/28/16
dscovered,https://www.crunchbase.com/organization/dscovered,Seed,20000,7/4/13
EarMashin Inc,https://www.crunchbase.com/organization/earmashin-llc,Seed,20000,8/1/15
EarMashin Inc,https://www.crunchbase.com/organization/earmashin-llc,Seed,20000,6/1/14
Easel Learn,https://www.crunchbase.com/organization/easel-learn,Seed,20000,1/15/13
Ebook Glue,https://www.crunchbase.com/organization/ebook-glue,Seed,20000,5/21/13
Edison DC Systems,https://www.crunchbase.com/organization/edison-dc-systems,Seed,20000,1/2/14
EduSourced,https://www.crunchbase.com/organization/edusourced,Seed,20000,6/1/12
"Encriptame Inc, a C Type company.",https://www.crunchbase.com/organization/encriptame,Seed,20000,5/30/17
Endurance,https://www.crunchbase.com/organization/endurance-2,Seed,20000,4/1/15
Enhatch,https://www.crunchbase.com/organization/enhatch,Seed,20000,7/19/12
EquityLancer,https://www.crunchbase.com/organization/equitylancer,Seed,20000,9/12/12
Eventcheq,https://www.crunchbase.com/organization/eventcheq,Seed,20000,2/28/13
Exit 7C,https://www.crunchbase.com/organization/exit7c,Seed,20000,8/15/16
Factury,https://www.crunchbase.com/organization/factury,Seed,20000,4/21/16
Fanbloom,https://www.crunchbase.com/organization/fanbloom,Seed,20000,10/15/15
FeedMob,https://www.crunchbase.com/organization/feedmob,Seed,20000,9/3/15
Filament,https://www.crunchbase.com/organization/pinoccio,Seed,20000,10/28/14
Filter,https://www.crunchbase.com/organization/filter-news,Seed,20000,9/30/15
Fly Apparel,https://www.crunchbase.com/organization/fly-apparel,Seed,20000,9/1/13
Focus Opus Inc.,https://www.crunchbase.com/organization/focus-opus-inc,Seed,20000,4/30/14
FocusMotion,https://www.crunchbase.com/organization/focus-trainr,Seed,20000,8/24/15
foosyeŒ¬,https://www.crunchbase.com/organization/foosye,Seed,20000,11/15/14
for[MD],https://www.crunchbase.com/organization/for-md,Seed,20000,1/1/13
Front Range Biosciences,https://www.crunchbase.com/organization/front-range-biosciences,Seed,20000,3/1/16
Gamejoule,https://www.crunchbase.com/organization/gamejoule,Seed,20000,11/16/15
Genterpret,https://www.crunchbase.com/organization/genterpret,Seed,20000,9/26/13
GeriJoy,https://www.crunchbase.com/organization/gerijoy,Seed,20000,7/19/12
Givkwik,https://www.crunchbase.com/organization/givkwik,Seed,20000,4/1/12
Glasshous,https://www.crunchbase.com/organization/glasshous,Seed,20000,4/1/15
Globig,https://www.crunchbase.com/organization/globig,Seed,20000,2/15/16
GlucoIQ,https://www.crunchbase.com/organization/glucoiq,Seed,20000,2/5/15
Golfler Holdings Corporation,https://www.crunchbase.com/organization/golfler-holdings--llc,Seed,20000,5/1/16
Graphenics,https://www.crunchbase.com/organization/graphenics,Seed,20000,9/1/13
GreenDot Trans,https://www.crunchbase.com/organization/greendot-trans,Seed,20000,9/1/13
GrocerKey,https://www.crunchbase.com/organization/grocerkey,Seed,20000,2/6/15
Groov,https://www.crunchbase.com/organization/groov,Seed,20000,5/15/15
GroupHub,https://www.crunchbase.com/organization/grouphub,Seed,20000,2/5/15
Grove,https://www.crunchbase.com/organization/grove-labs,Seed,20000,9/15/13
Grownetics,https://www.crunchbase.com/organization/grownetics,Seed,20000,8/24/15
GymFlow,https://www.crunchbase.com/organization/gymflow,Seed,20000,5/1/13
HandUp PBC,https://www.crunchbase.com/organization/handup-pbc,Seed,20000,9/1/13
Happy Hour Pal,https://www.crunchbase.com/organization/happy-hour-pal,Seed,20000,11/1/13
"Hashtaggy, Inc.",https://www.crunchbase.com/organization/hashtaggy-inc,Seed,20000,7/9/15
Haspoa,https://www.crunchbase.com/organization/intelligent-eyes,Seed,20000,2/2/15
Hatch Marketing Plans,https://www.crunchbase.com/organization/hatch-marketing-plans,Seed,20000,2/15/16
Hats Off Technology,https://www.crunchbase.com/organization/hats-off-technology,Seed,20000,7/19/14
Havenly,https://www.crunchbase.com/organization/havenly,Seed,20000,2/2/15
Health Recovery Solutions,https://www.crunchbase.com/organization/health-recovery-solutions,Seed,20000,7/19/12
HealthCareLove,https://www.crunchbase.com/organization/healthcarelove,Seed,20000,10/17/14
"Healthiest, Inc.",https://www.crunchbase.com/organization/healthiest-inc,Seed,20000,2/15/16
Healthify,https://www.crunchbase.com/organization/healthify,Seed,20000,9/26/13
Healthy Bytes,https://www.crunchbase.com/organization/healthy-bytes,Seed,20000,2/5/15
Heirizon,https://www.crunchbase.com/organization/heirizon,Seed,20000,11/9/16
Hello Parent,https://www.crunchbase.com/organization/helloparent,Seed,20000,10/1/14
Hip Pocket,https://www.crunchbase.com/organization/hip-pocket,Seed,20000,6/1/13
HireWheel,https://www.crunchbase.com/organization/hirewheel,Seed,20000,7/18/14
HistoPathway,https://www.crunchbase.com/organization/histopathway,Seed,20000,9/1/12
HITLIST,https://www.crunchbase.com/organization/go-hitlist,Seed,20000,7/18/14
Hive,https://www.crunchbase.com/organization/hive-13,Seed,20000,10/15/15
HomeHero,https://www.crunchbase.com/organization/homehero,Seed,20000,2/1/16
Huedoku,https://www.crunchbase.com/organization/huedoku,Seed,20000,4/3/15
"idaciti, Inc.",https://www.crunchbase.com/organization/idaciti-inc,Seed,20000,2/2/15
iMedicare,https://www.crunchbase.com/organization/imedicare,Seed,20000,1/1/13
IncentFit,https://www.crunchbase.com/organization/spotme-fitness,Seed,20000,7/1/13
Info Assembly,https://www.crunchbase.com/organization/info-assembly,Seed,20000,7/10/13
ingollow,https://www.crunchbase.com/organization/ingollow,Seed,20000,4/17/14
InnaMed,https://www.crunchbase.com/organization/innamed,Seed,20000,5/23/16
Instabase,https://www.crunchbase.com/organization/instabase,Seed,20000,6/8/15
Intellifarm,https://www.crunchbase.com/organization/intellifarm,Seed,20000,5/1/15
Intention Technology,https://www.crunchbase.com/organization/intention-technology,Seed,20000,7/19/14
Inteo,https://www.crunchbase.com/organization/inteo,Seed,20000,3/1/14
Inteo,https://www.crunchbase.com/organization/inteo,Seed,20000,10/1/13
Iono Pharma,https://www.crunchbase.com/organization/iono-pharma,Seed,20000,9/1/12
it's gone,https://www.crunchbase.com/organization/regroovination,Seed,20000,2/13/15
itsDapper,https://www.crunchbase.com/organization/itsdapper,Seed,20000,8/1/13
Juke,https://www.crunchbase.com/organization/yezno,Seed,20000,8/24/15
"Kadenze, Inc.",https://www.crunchbase.com/organization/kadenze,Seed,20000,9/15/13
Kalibrr,https://www.crunchbase.com/organization/kalibrr,Seed,20000,2/13/13
KeynectUP,https://www.crunchbase.com/organization/keynectup,Seed,20000,1/5/15
Kinems Learning Games,https://www.crunchbase.com/organization/kinems-learning-games,Seed,20000,4/13/13
KiwiLive,https://www.crunchbase.com/organization/kiwilive,Seed,20000,9/1/15
Koala,https://www.crunchbase.com/organization/koala,Seed,20000,6/1/13
Kyoger,https://www.crunchbase.com/organization/kyoger,Seed,20000,8/5/14
Lagoon,https://www.crunchbase.com/organization/lagoon,Seed,20000,7/18/14
LawKick,https://www.crunchbase.com/organization/lawkick,Seed,20000,5/28/13
Leafcart,https://www.crunchbase.com/organization/leadcart,Seed,20000,8/24/15
